,datestring,average_exhaustion,average_sA,average_percent_extracted_per_point,pB
3298,20130815,58.09009634693001,0.19248433597546094,0.4651162790697681,1.604
3299,20130820,64.22962254304637,0.18628228681684084,0.4716981132075482,1.774
3300,20130821,63.31538533802536,0.1959959124754113,0.43103448275862055,1.846
3301,20130822,62.33098588799924,0.1978816516515476,0.5494505494505495,1.943
3302,20130825,65.37494239300625,0.2002057152127936,0.4405286343612331,1.148
3303,20130826,62.231971095169975,0.1990691593684097,0.3999999999999994,1.705
3304,20130827,60.602079344524405,0.20420692551099254,0.4048582995951413,1.827
3305,20130828,60.16026826538793,0.19833360411926584,0.4032258064516117,2.057
3306,20130829,61.17417594471929,0.19708131460001288,0.4366812227074227,2.114
3307,20130903,60.04690206050456,0.19531633816245694,0.4347826086956531,1.818
3308,20130904,59.81914183005875,0.1998470305610463,0.38167938931297657,1.874
3309,20130905,57.51755020865536,0.1977423408117715,0.4716981132075465,1.837
3310,20130906,59.02620414549876,0.1946505577313491,0.4149377593360999,1.594
3311,20130907,60.8462144765333,0.19995864592155585,0.4184100418410038,1.96
3312,20130908,63.1512194002387,0.20243647060434827,0.4273504273504269,2.123
3313,20130909,57.50420512806463,0.19293051477179884,0.5649717514124284,1.99
3314,20130910,64.58466760239986,0.1890778639393236,0.4219409282700421,1.686
3315,20130911,60.20203787941536,0.20176959843813327,0.4032258064516124,1.705
3316,20130912,63.362018845130606,0.20007673514928556,0.4739336492890989,1.815
3317,20130917,62.14776446383486,0.1971130877296044,0.4115226337448565,1.758
3318,20130918,65.49800902765406,0.19298659114701086,0.4629629629629646,1.838
3319,20130919,69.1622704249678,0.19607160232484566,0.3937007874015762,1.629
3320,20130920,63.06411211840028,0.19779003694434147,0.4149377593360997,1.759
3321,20130921,67.85732132365229,0.19336635047165368,0.4329004329004318,1.857
3322,20130922,65.69448341788087,0.1982247351594288,0.39062500000000144,2.0980000000000003
3323,20130923,64.10418573151867,0.18447877118732747,0.6578947368421052,1.683
3324,20130924,70.28460396119496,0.18999016336801253,0.5988023952095792,1.649
3325,20130926,65.88280300647959,0.19862772177083493,0.7092198581560284,1.757
3326,20131002,65.98492028515493,0.19989710201282385,0.4807692307692292,1.3219999999999998
3327,20131003,68.63561154300027,0.196960940842981,0.4385964912280699,1.907
3328,20131004,73.07110916441283,0.18901964267137505,0.5714285714285714,1.744
3329,20131005,63.502853900026714,0.19929523534881394,0.5617977528089891,1.765
3330,20131006,64.62440256468601,0.19614608480728665,0.4000000000000009,1.839
3331,20131007,65.53747545402544,0.1969746675205567,0.4291845493562224,1.862
3332,20131008,68.17326939014023,0.1909104601794947,0.4608294930875583,1.75
3333,20131009,67.78797484494696,0.19736572850841008,0.42372881355932335,1.856
3334,20131010,64.86001974398711,0.19856964093651294,0.5154639175257735,1.86
3335,20131015,61.343749302167595,0.2011353008040088,0.4629629629629627,1.859
3336,20131016,61.50088539956597,0.19835898034168165,0.4484304932735428,1.694
